text,label
 sar pakistani sena kaa kaat kar le aao or pure bharat main ghumaavo tab yakeen hoga  inch kaa seenaa he modi ji kaa ,OAG
seia ta chariade asu but kichhii farak padu nahii,NAG
saath shaal tak jo log malaai khaye hain ye sab usi ka natija hamaare desh ke jawan uski keemat chuka rahe hain,NAG
sonam hoti kaun hain aishwarya ke baare mein bolne waali pehli baat yeh moti thi isne vajan ghataaya hain yeh miss world bhi nahi rahi aur na aishwarya ki tarah  saalo mein hum dil de chuke sanam jaisi koi film sine di hainaishwarya ne  saalo mein joshdevdaas jaisi hit film de di thi,CAG
vaibhav bangale gomutr sirf hindoo k naseeb me hai wo deserve karte hen bandar gay kutey bili peshab sab gandi cheezen hindoo ho desrve karte hen he ha ha ha ha ha ha,OAG
aapka kya khul raha hai mdiji ye to bataiye doosron ke baare men bolna band kariye kaam men man lagaiye,OAG
jnu main ek shantipriy chaatr laapata he kyonki wo ek shantipriy chaatr he to swaabhaavik rup se garibbegunaah bhi hoga hi  aise nek bande ko khojane ke prayaas jari he  main to jaanata nahi hoon us honhaar chaatr ko lekin uske saathiyon ko ek suzav zarur dena chahta hoon kii wo apane saathi ko ek baar hijbulkenaevideo main dekh lo ho saktaa he azaadilene gaya ho  onlypoliticsinjnu,OAG
yahi to in ki desh bhkti he sukma k news ye dalal media telecast bhi nhi kr rha,CAG
kuch nhi ukhad paoge chahe jitni gand me dum hai lgalo tiwai,OAG
bhaktapke samne muslims larka khara hai shadi karne k liye  hindu girls kar liyaufd bhakt  gaddddddaaaar saaaali paaaakistaniii nahi karna thaaaaaaaufufaufufc,OAG
raje rhi to haregi,OAG
france me burka ban kya gea koy nehi bola china me masjibe gira ke sochale bnvae ge baha hoe nehi bola india me hi kyu sab khare ho jate hai kyu kee hamara cannun lachar hai,OAG
noman khatari mullo ki hazaro salo se bajate aa rahe hai hindu raja httpswwwhindujagrutiorghinduismhistorygreathinduwarriors,OAG
khudko muslimo ka raahbar kahnevale kuchh to sharm karo ,CAG
chunaav ayog ne saaf kiya ki eczit pole par pratibandh  may tak hi rahegaa isse pehle chunaav ayukta ne kaha tha ki yah pratibandh  may tak rahegaa,NAG
kathputali ki aulaad bolne se pehle thoda socha kar comments pad kyon khudd ko critic sabit karne ke liye gaalliyaan khaa raha hai ,OAG
tum puja paath kar lo wo ajaan bhi karvaa denge  wo apane dharm ko maanate he  naa kii secular he,OAG
ooo indian lanties hum pakistani aaisa nai karty jhooty indians kutto,OAG
ager orato ko pasand nhi to nhi,CAG
kuch natik mulyo ka bhi avlokan kar le atal ji k paav ki juti k barabar b to natikta nhi bachi bjp me,OAG
media jag gaya re,CAG
eski behan ko chodo anna ki sala daal nikla yeto samaz seva se naam per dalali karta firta he kutta,OAG
inko kadi ninda ke alava or kuch ni ata h itnr time se bs yahi dialogue bolte aa rhe h or aage bi bolte rahenge ,CAG
randi maa randian olad he ha ha ha ha ha,OAG
oye ashan ye galiya apni behen ko suna jakar haramjade haram ki aulado maharana pratap ka naam suna hi hoga jisne akbar ko kai baar dhul chatai thi age bina baat ko gali dene ki himmat mat karna qki isse jyada galiya mujhe khud ati hai,OAG
dhamandh desh me aisi twit kaa koi haadan yaa athan nahi samajhegaa or sabhi logoki bayaanbaji shuru ho jaayegi jise sosiyal media pradooshan kahana padega,OAG
hosh main tu hry re madarchod,OAG
bacchon ke liye dekhbhaal ke product banane vaali company johnson and johnson jnjn ko america ke misuri rajya kii ek adaalat ne ek parivaar ko  million dollar yani kareeb  karod rupye kaa jurmaana dene kaa aadesh diya he court ne ye aadesh tab diya he jab is company ke product istemaal karne or ek mahila ko cancer hone ke bich kuch sambandh paae gaye haalanki company kaa kahana he ki uske product puri tarah se sef hai johnsonjohnson cancer,NAG
jara gao mebi aaya karo phir dekho jo phana hai o bi nahi dikhega,CAG
hahaha ooo ullo k patho dawood dubai may hai pakra ni ja rha to bol dia pakistan may hai stupid media  humay pata b ni,OAG
google pe search karo kitne bar dhul chate ho inida se fir bakwas karna,CAG
jai ho modi ki desh badal raha hai apne rupye par bhi charge lag raha hai,OAG
madam aap apne kartavyo ka kab nirwah karegi apne muslim student ki scholarship band kar bahut achcha kartavya nibhaya hai rss ke prati,OAG
rbi aur anya bank ka jo staff fraud hai unke khilap sakht she sakht action le lo sir ji,NAG
jitne b bhakt apni desh bhakti facebook pe dikhate hai unko ek mauka do border pe desh bhakti dikhane ka saale bahot bhok te hai bedroom me bait ke ,OAG
modi ji u r a true pm aapko sat sat prxenam eeshwer aapko lunbi umer deaamen salute,NAG
nahi dekhuga pakistani mulla ki movie,CAG
tum to aisi hi news banaaoge,CAG
abe jhundu main mp se hi hu bjp itni doodh ki dhuli nahi hai ki chunaav ke time pe khud ke hi londe ko isi agent ke usmey arrest karva de information mp ats ko jk se mili aur kaarvaai itni jaldi hui n media main baat itni jaldi aagayi ki bjp ko sambhalne n usko bachaane ka moka hi nahi mila woh toh jab arrest kar liya n pucha toh tab maalum pada ki yeh bjp ka londa hai,OAG
sab desh ke janta par hi parne wala hai  hazar caror lucky draw se janta ko kahan se denge modi ji ye campaign karna band karo,OAG
deshdrohi ho mtlb mr jao tm log tmlog k bina desh accha rhega tmlog k bkwas jaan k bdle jawano ki jaan jyada valuable h tmlog ko mar k jawan wapas le aate na to kb k tm log mr chuke hote smjhe gaddar kahi k sale aaj bhi dharm  kr rhe h,CAG
samjhwadi party q har gai up election,OAG
har insan ko maut ka maja chakhna hai sabr karne ki jarurat hai meri dua aap key sath hai,CAG
arey modiji kashmir mein goli chalna ka ijjazat de sakte ho  pakistan kn lagta h tmaraq nai hamari army ko bol rahe h khatam kar de pakistan ko,CAG
kanjrwal ko naitikta par istifa dena chaaiye kyonki iname to shame baki he baaki to besaram he ye eemaandaar he isliye aaj kejariwal istipha degaa maanegaa nahi apni eemaandaaree kii pariza degaa ,CAG
dalal patarkar gadar deshdrohi tuje kayo taklif ho rahi he agar pesa gar me rahega to lut bhi to ho sakti he,OAG
sir me sena ke lia tray karrha hnu  se,NAG
bhosdi kay madarchod film ka f bhi samajhta hai mallick bahadur pagla sala thyetar me kya so raha tha kya baill,OAG
neha rajput didi unhi ka jota unhi ke sar pr mar diyaufc,OAG
airtel or idea dono harami he sale bahot hi luta he public ko jio apni a service thodi or behetar karni chahiye in harami airtel or idea se logo ko bacha ne ke liye,CAG
bahubali movie ka is sawal ka jawab kisi k pass nahi hoga,NAG
raina,NAG
afghanistan main muthbhed main ek america sainik maaraa gayaisse aahat hokar america ne aatankiyon ko maarane ke liye afghanistan mainpakistan border ke saath non parmaanu bam moab giraaya jisame kai aatankiyon kaa safaya huaamerica ne apane ek jawan ke maare jane ke kaaran kaaran duusare bhi ho sakate he parantu yah bhi ek pramukh kaaran tha  apana sabase bada bamparmaanu bam ko chhodkar aatankiyon par gira diyaausatan har din ek bhartiya jawan marataa he phir bhi ham kuch nahin karteyah hamaari laachaari he or bhartiya sena kii majaburi or ab hamaari yah aadat ban chuki hekuch na karne kiisarkaar ko is vishay main kathor kadam uthaane hongebhartiya sena is vishay ko hal karne main sakasham hebharat desh ke paas parmaanu hathiyaar se lekar aadhunik hathiyaar helicopter ladaaku vimaan sab kuch maujuud he aisi sena he jo  din main karachi tak pahunch jaae  to kahan kami hebhartiya janata ne bahumat se centre main sarkaar ko baithaaya heyah sawaal sarkaar kii jammu kashmir kii niti par he america ke raashtrapati trump ne mexico se sharnaarthiyon ko rokane ke liye america va mexico ke bich madhya diwaar khadi karne kaa faisla kiya tha ise ve puraa bhi karenge shaayad to kya ham diwaar khadi nahi kar sakate ghuspaith rokane ke liye upaay kai ho sakate hai parantu sarkaar is vishay par gambheer nahin dikhti shaheedon ke prati samvednaa prakat karte ha or bas ho gaya  desh ke liye vikaas jaruri he desh pariwaro se milakar bana he parantu jis parivaar kaa bhai betaapati hi nahi hoga us parivaar kaa vikaas behad mushkil he,CAG
madharchodo kutte tu kahi ja magar is desh se ja,OAG
vaai tu patanjali bech jara akad mat hamare pas pm ministry army he wo log decision le sakte he,OAG
are bhai jaise billi ko ghee hajam nahi hoti waise hi bjp walo ko satta hajam hone wala nahi hai ab inko ghamand bahoot ho gaya hai mager bura waqat sabka ata hai,CAG
 ke bdle  head bnte hai kanha hai bdla modi ne military ko free hand nahi de rkha hai media dlal h modi ki,OAG
to teri gand me mirchi kyo lag rhi maa ke lode,OAG
aap ke ghar bale nahi mar rahe h na is liye aap log sirf ninda hi karte rahiye,CAG
modi ji bol rahe hai ki desh badal raha hai yaha gareeb marr raha hai bjp modi ko jara bhi sharam tak nhi aarahi hai roj nayenaye kanoon banaye jaa rahe hai ye adhikkar kis savidhaan me likha hai ki humara hi paise hum hi nhi nikal sakte modi bharat me tanashahi ker raha hai jin pariwaar me shadiya hai unke bare me socho jara wo bank jate bhi hai to unko paisa milta hi nhi hai ane wala waqt bahot bura hoga bharat ke liye modi ne politics ke chakker me desh ko puri tarah barbaad ker diya hai  modi ucucucucucucucuc bjp ucucucucucucucuc,OAG
nhi krega inme se kuch tm yadavo or muslims ki awkat kitni h kuch krne ki wo dikh gya bjp ki jeet ki khusi se jyada to kuch vote bank ki jo jhall hui h usse hufufuf,OAG
pheli baat toh ye idiot tum aur tumara pura desh hai dusri baat ye h ki agar tum logo me akal hoti toh samaj me aati ki agar icj ko jadhav spy lagta toh woh stay nhi lagati aur naa hi tum gadho ki appeal gariz karti and thisri baat agar dimag h toh samaj me aayega court ki hearing ek din me khtam nhi hoti time lagta h faisla aane me kunki waha justice hota h tum jaise janwaro aur gadhe judge nhi h waahpe aur chothi baat ye ki hum stay chahte the taaki tum jaise harmi jadhav ko fassi na de pao aur rahi woh innocent h ye prove karne ke liye hamare paas kafi tym h hum prove kar lenge tum log bas sahi tym dekh ke mar jao ,OAG
shriman pradhanmantri ji aapke hausale tathaa iraade ko salaam abhinandan ,NAG
abe tuye moulana mohabbat hone or apane dharm main vishwaas hone main fark hota he puja apane dharm ke anusaar kii jaati he or sammaan sabhi dharmon kaa kiya jaataa he ,OAG
matharchodi jab musalman musalman krti rahti h ab musulmano ka lund pkd ke jhula jhul,OAG
tasvir me mullo se paida log jawano pr pathrao karte huye,CAG
aur desh jo bhugat raha vo kiska abhishaap hai,OAG
bhai sarkaar kaa munh tod jawaab he kadi se kadi ninda jo ye log har baar bahut achche se dete he,CAG
teri gand me dam hai to bej,OAG
modi mms sonya rahul se desh nahi chalegagoli army ko hi chalani h ,CAG
per paak aur kashmir terrorist jo paak trained he unki band bajaa denge,CAG
bike dikhane m hi sharam aa rhi h bajaj walo ko,NAG
pechy se nhe ghar mein ghus ka mara ha waoo maza aa gya,OAG
up ke log hi ajeeb hain  bihar ka dusra version hain,OAG
maro salo pakistani kutto ko unke ghar me ghush k hum sub aap ke sath he ek bhi kutto ko chod na nahin sale haram khor sale pakistani chip ke vaar karte he salo dum he to samne aake lado na sale kayar pakistani,OAG
to hath kon badha hai chale jaao up ko batbad kar diya  salo me,OAG
adarsh chauhan itna puri team ko dede  gold to atleast h,CAG
katue teri gand na fate ab ram rajya he vaise hi jaise tere nazaij turk bapo ke aane ke pehle tha,OAG
hahaha main javaanon ke marane par kadi ninda karata hoon javaanon kaa balidaan vyarth nahin jaayegaa  modi,CAG
apnu logon ko chup karane k liye jhot pe jhot,CAG
congress kaa kahana ek dam sahi he modi ji ko apana  inch kaa seenaa dikhaanaa chahie rajat sharma ji ke so aap kii adaalat main jo jo kahai the sab puraa kar ke dikhaave  congress kaa kahana sahi he par vot congress ko nahi denge vot bijepi ko hi denge,CAG
hyderabad ke congress ke saansad obedulla obaisi ne maang kiya ki muslim bahul chetro me jo mandir he usame ghante bajaane par roak laga diya jaye kyoki ghante gaiyr islamic hote he or inaki aawaaj kisi muslim ke kaanon me nahin jaani chahie phir kya tha andhrapradesh me congress kii hi sarkaar he or mukhyamantri ne turant dilli haikaman ko isaki suchana di madam to vaise hi hinduo se ghrinaa karti he turant bol diya ki farmaan jari kar do ki ab koi bhi hindu kisi bhi mandir me ghanta nahin baja paayegaa chitra me dekhiye har mandir me mahila police constablon kii deuti laga di gayi he jo ghanto ko rassi se baandhakar pakadi he taaki koi baja nahin paae agar kisi ne bajaane kii jurrat kii to sidhe jail voh hai re hamaara durbhaagya ham aaazaad hindustan me mandiron me ghante bhi nahi baja sakate ,OAG
aise bewkufo ko kyon bulate ho jo debate ke nam pe ek dusre ki tang khhichte h,NAG
are to hum indians bhi ek kaad baar siz fire ko tod de to kya problm h ye porkio ko  hi siz fire me saaf kar denge,CAG
dosto is post ko itna share karo ki dilhi hil jaye ye hai congress ka sach kal se ye yuva morcha ya abvp ko badnam na kar sake ye sab plan tha aur dosto kal aur takat se rush ke rastrpati ke samne izaat khra karni hai halla bol httpnavbharattimesindiatimescomnsuisattempttodefametheprotestarticleshowcms gangrape par pradarshan main hinsak mode ke peeche nsui kaa haath  navbharat times navbharattimesindiatimescom kai jagahon se yah sawaal uthne laga he ki gangrape par chal rahe pradarshan main aae hinsak mode ke peeche kya congress kaa haath he isaki kuch vajahen  minutes ago xb edited xb like xb remove preview gangrape par pradarshan main hinsak mode ke peeche nsui kaa haath  navbharat times navbharattimesindiatimescom kai jagahon se yah sawaal uthne laga he ki gangrape par chal rahe pradarshan main aae hinsak mode ke peeche kya congress kaa haath he isaki kuch vajahen  hours ago xb like xb  xb remove preview,OAG
yahn  talaq pe koi bat ni krta,CAG
agar do jawaano ke jagah pe do netaa mare hote to ab tak amergency meeting bulaayi gayi hoti par desh ke jawaano kii jaan kii koi keemat nahi he chunaav se pehle to bolte the kii agar jawan kaa ek sar kataa to antkavaadio kaa  sar kategaa ab kya hua  inch kaa seenaa kahan ghus gaya he,CAG
re madhar chod paak modi ji pure paak ko bam se ooda do kab tak hamaare jawan shahid honge ,OAG
kis strick ki baat kar raha hai jo chunaav jeetne ke liye dalaal media ne banaya tha tabhi toh khud un ne savaal khade kar diye thai aur aajtak uska koi video sarkar ne nahi dikhaya jabki bola tha dikhayenge drone se shoot kiya hai boss media n modi se hum ullu banke yuhin jawaano ko shaheed nahi hone de sakte modi ke nikkamme pan n naakaami pe savaal khade karenge aakhir kaar desh ka pm hai n usko das baar jhakmarake desh ko jawaab dena hoga bach nahi sakta,OAG
 sach hain ap ki baat,NAG
roj jawan marty hai or neta neenda jaise sabad bolkr bat ko khatam kr dety hai,CAG
baba ji ka thullu ab in baton se kisi ko nahi bana sakate ullu,OAG
ab prime minister modi hi chahiye india want modi on prime minister,CAG
sala agar jinda hotha iska hi marthe,OAG
gaurakshak  bajrang dal waalonko ko border par bhejdo pakistan ki bolti bandh hojayegi,CAG
ab rs maheenaa kamaayen  free company government se register hai or company aapako har maah aapke bank account me rupaya degi bas aap is whatsapp no  par join likh kar send kiijie,NAG
kon bekhari hai ye sub jantay hai kon hai jo dawood ibrahim say donation layta hai kon hai jo other countries say bheeg mangta hai like russiaisraiel america india itna bhi capable nahi hai k khud ki koi invention karsakay yahan tak k more then  year hogaye hai per india ne aj tak apne citizen k lea toilet tak nahi banwaya lol,CAG
pakistani muslim community duniya k sabse chutiye logon ki community hai pakistani muslims aur india k bahar k muslims ki wajah se indian muslims ko bhi bahut kuchh ulta seedha sunana padta hai ,OAG
kashmir ke azade tak asa he tabot jain ga sirgecalstick,CAG
desh ko lootne aur barbaad karane ke liye sonia gandhi ko world daket number aurat ka awarad milna chahiye ye itly ki luteren apane congressi kutto ke saath milkar poore bharat desh ki dhansampada surkcha rastra ki samprbhoota ko kha gai isne hi desh me ashaanti felaai hein isne iske congressi kutto ke saath milkar desh ki sukhshanti ko bhang kar diya isko two aatanki daket mahila ka siya choonabel award milna chahiye swiss bank aur america me bharat ka pesa lootloot ka jama kar rahi hein it,OAG
ab badal sarkar ke din pur gaye,OAG
jahiloko jankari nhi he ki bhartio muslim bhartio bansaj he,CAG
hamare senik kab tak shaheed honge kab tak hum media bazi se hero banege media ki bato jesa zoordaar hamla sach mei karenge pakistan ko okaat mei rakhna bhi bas ki baat nhi  desh ki janta ko kb tak media se bewakuuf banwate rahoge,CAG
ya allah,NAG
ryt jb congress ki govt the muje b bdi sharm ati thi ki dubiya india ki halat gotale pe hasti hn tab toh aisa tha,OAG
bharat mata ki jai,NAG
musalamaanon se mohabt ho sakati he islam se nahin,CAG
ab waqt aagya hai ke pakistan per permadu bum chod do modi ji,CAG
pehle asal pehchan banao fake profile nahi hindustan mera h bangal mera h desh k kona kona mera h,OAG
ye villagers agar guilty pae jae to inka sab kuch band kiya jae  pahle ghar ke andar thik karna hoga,NAG
esme  inch ki kya bat hai aarmy khud hi akele bhut hai unke liye,CAG
ya mrne waly b insan thy jwan jwan jwan bkwas lga rkhi h in mrne walo ka b btao,OAG
beta hume humare parents ne kisi ko maa behen ki gaali dena nahi sikhaya dene ko toh modi ko bhi maa behen ki de sakte hai samjha,OAG
ja chala un wo tere liye khali baithe hai unhe or koi kaam nahi hai jo teri sunenge sarkar chali gayi andar tak gili ho gayi par aakad nahi kam hui,OAG
ab kyu chup bathi h sarakar kyu nhi deti munh tod jabab kyu maniy narendra modi ji ab kaha ghum rahe h,OAG
umer madar chod tu pakistan ja bhosdki yaha kya ammi chudwa raha hai,OAG
baat india paki ki he aur tu gau rakshak ki baat karta he border pe gau rakshak ki kom ke hi saheed hote he yaad rakh,OAG
bhai is k viweres drop kar do turant laund ho jayegi bike,NAG
abhi modi kaa bayaan hoga ham kanihninda karte hai hosh main ajavanpakisataan ham  tak bardaasht karte rahen ge aurahxdke baad ham badla lege,CAG
aaptard neta na delhi ka na punjab ka,OAG
 inch ka seena to chunav main dikhane k liye h or kadi ninda ho gye h or kya chahiye,CAG
aagayi bjp apni aukaad n hakikat pe shiv sena sahi kaha hai jitni ladai shiv sena ne dawood se ladi hogi woh shayad kisi ne nahi ladi hogi balasaheb ke kaaran hi mumbai dawood se bacha raha aaj ek news channel pe khabar aayi hai ki sutra bata rahe hai ki khadse ka department change kara jaayega par istifa nahi liya jayega  waah modiji kya saja hai aise desh drohi ke liye iska matlab modiji ne khadse se kehe diya hai ki bhai tu ab iss department se nahi dusare department main reheke khaoge par mere rehete huye kahoge jarur kyoki satta baar baar nahi milti aur ab bas  saal hi baaki hai mujhe,OAG
gali mene phele start nhi ki hai sirf pakistani gendy k janno ko toh duga tm bhe doh na unko gali dene me bada maza aata hai pakistani suar mullo koufufuf,OAG
daadu,NAG
behanchod madharchod duniyachod sale tu mujhe rokega bas tention mat le kuchh hi din me army me antry lene wala hu sale dadhi ukhad ke marunga,OAG
pakistani suar murdabad,OAG
humlog galat soch me ji rahe hai koi bhi rajneta sirf vote aur note ke liye hi rajneeti krta hai agr smsya khtm ho jayegi to mudda kya hoga jagna hame hai ye srkar bhi nikammi hai,CAG
bahut der ho gaya hai apna kala kartut chupane ko,OAG
ab fursat me hai kahi bhi jaa sakte hai is vyakti ki vajah se sp ka sarvanash ho gaya ab bhi jaatiwaad ki raajneeti karte hue isko sharam nahi aa rahi,OAG
pichar abhi baki hai mere dost mcd ka chunao to kejtiwal hi jitega dekhte jao bus,NAG
kab baba jab des me loga ka sarkar par se bharosa uth jai ga are gvt humloga ko border par laga de to hum pakistan kya chaina ko bhi khatem kar denge,CAG
un  jawano kya hoga jo naksal wadi ne mara,CAG
aap news parthy hm ny dakha h wahn ja k,CAG
dear raja ji mai ek kavita aapke maddam se desh ke nam dena chahta hoon pls accept karen,NAG
 me lahore tak mara tha or abhi fhir mara hay  ke end me,OAG
kya ise hi sarjical strike kehete hai wo bhi raat ke andhere main nahin din dahaade,CAG
sali ye logo koi dharam jaat nahi hota hai ye paise ke liye kuch bhi ker sakte hai,OAG
syed shanam haider debate to tu faltu ki baat bak bak kr raha jo bol raha hu uska ulta he jawab diye jaa raha tabse link tujhe dikh nahi raha tere bus ka hai v nhi,NAG
good faisal bhai,NAG
ninda to pichhali sarkaar bhi karti thi hamane ninda ke liye sarkaar nahi chunaa he agar kaarywahi nahi kar sakate to gaddi par duusare ko baithaao jai hindutv,CAG
abey arif khan mai karachi mai hu teri ammi ki talash mai mujhe tere jaise ek aur lawanda paida karna hai apni ammi ko bhej bahut din ho gaya mazaaaaa liye aur ha unko bol dena ki jo kargil wale uncle yani tumhara baap yaad kar raha hai,OAG
dhancha hi nahi rahega to comparison kaisa sir,CAG
par ham garibo ke pass kown sa kala dhan hai paresani to aam janta ka hoga na ab desh me  logo ke pass kala dhan hai to  karor janta ko na paresani hoga  ka khulla koi dukandaro ko dene me paresani hota hai to ka not kya hai ye,CAG
suaro ko sahi rasta dikhane k liye mai sath hu,OAG
congress k pervakta to sirf rajniti ka mudda talashte hai or bjp sirf ninda karti hai,CAG
parivar hai to ladai hai  kha nhi hoti  warna kuch log to matra bhumi ko bhi apna nhi mante ,NAG
sahi baat ka mtlb algavwadio se baat krna ya army se surgical strike ka sboot mangna nhi hotaye madharchod isliye itna bol rha hai bc ko party ne demote kr diyaitni hi dikkt hai india me to chle jao pakistan ya north korea,OAG
tri maa ka lund toh jb surgical strike hui tab tu aur tre maa uska proff maang rhe the ,OAG
sonu nigam saale bhikari ki najayaz aulaf,OAG
good logic agar koi bhuka hai to ye salary na le,NAG
me taray bagwan ki gand maron ga lund pe lala marchi laga k os ko pata chalay k kis ka lund geya hai or tari kali maa par peshab karon or taray ganpati par tati karon,OAG
ye bhi to batao janta ka  crore ads pe udaya apne image makeover ke liye perfect relations company hire ki janta ke paise se apne relatives ko post aur contracts diye janta ka paisa dusri states mein campaigning me udaya apni buri zaban ke  crore bhi janta ke paise se de deta had it not come out in public khansi ka ilaaj karaya samose khaye  ki thali taj hotel se order kar ke chatt kar li  apne corrupt aapiyon ko protect kiya even kumar vishwas pointed that out kahan ka imandaar hai ye koi bewakoof hi isko vote dega jisko free ki cheezein pasand hain ,NAG
saale tadipaar ke dalalon ki trolling election main hi kyon shuru ho jaati hai paid bhakts baki time main tadipaar paisa nahi deta kya,OAG
post tabah karne se kuch nhi hota aur hum yakin kaise kare kyonki  desho ki media ki rating main hum  we number par hai ab aap andaza laga sakte hai ye bikau mediab kitna such dikhate hai,CAG
jigar pratap singh pehli baat toh yeh k yeh kesa abu ho jo apny bety k baad paida hoa  august pak  august imdia  b yaad e hoga tm logon ko yaad hai naw  b yaad hoga jb china ne maari thi tm logon ki oil k bina e  bht purana ho geya hai jaani  tb se ub tk kia kuch nehi kia hmne tm logon k sath mumbai yaad hai naw ghanta ukhar lia humara  pathankot aur urri army camp jiss mn  jwano ki maari thi yaad hai kia ukhar lia hmara  bht purana ho geya hai saley saley ho tm loug ub toh hmarey  shoaib malik ne tmhari sania deedi pait se kur di haiuf,OAG
 foji mara socho tamhaari indian army rozaana jo beqasoor kashmirio ko marati wo kitne ghar barbaad kar die hai,OAG
nhi yar ilzam nhi hai  sach hai k pakistan ny mara hai alhamdulilla,NAG
rajnath  ham kadi ninda karte hai manmohan singh hamaari ninda kii ssailing galat thi kya,CAG
vyarth jani bhi nahi chahiye inki shahadat bahut dukh hota hai jb hamare sainik saheed ho jate h proud to hamesha rahega mgr in pakistanis ko jawab dena hi hoga,CAG
sonu nigam ke is baat ko kabir ne saikadon saal pehle kah diya tha kaakar pathar jor ke masjid liyo banaay ta chadhi mullah bang de kaa baharaa hua khudaay,OAG
pm se sikha h schools ne ,CAG
jo waha tk pohoch rha hai jaha ap ho abhi inki ma ka gosht,OAG
vinod gupta ji sahi bole ho itni hi noble cause ko fikr h to liquer par ban q nahi laga dete ,CAG
tere baaap ka hi kya ye desh teri jagir hai pahle apne taang pe khada ho phir bolna ,OAG
rajnath ko khe do apna ladke ko bhaj de border per tab pata chalaga,NAG
ab tak mujhe modi pe garw ho raha tha lekin sale kahi dub ke mar bhosdi ke dam h to mujhe pakistan bhej akele kafi hu un mullo ko maut ke ghaat utarne ke liye,CAG
kaala sach seepi thakur susheel kumaar modi yashavanth sinha chandrasekhar sahit kai bade netaa rah chuke hai ranvir sena ke madadgaar cobra post httpwwwoutlookhindicomcountryinvestigationchandrashekharyashwantjoshisushilmodicpthakurhelpedranvirsenacobrapoststing,OAG
hamre resqt ra modi jee say action lany ka liy,NAG
yah bhartiya rajniti ka sabse bekar aur ghatiya aadmi hai hamesha muslimo ko hinduo ke against bhadkane ka kaam karta hai ,OAG
kejriwal ji janta maar dhadh wale neta ko saport karti h aur aap to thahre simple aur imandar  aap ko jitna h to manoj tiwari ke jaisa sab mahila ki insult karna seekh lo aur kuch aisa kaam karo jisse jyada se jyada dharayen aap per chale tab kamiyabi milegi,OAG
sabhi netaaon ko subah shaam  juuta milanaa chaiye public kii taraf se,CAG
machine nahi deemag kharab tha,OAG
modi ji aap s kuchh n hoga kuchh kijiy sirplz,CAG
ips officers to kachra hogya indian netas ke samne,OAG
achche dinon kii yahi to aahat he,CAG
kya yah khabar dikhaane ke pichhe khel bhaavana ko dikhaanaa hai yaa muslim pyaar ko darshana hai,OAG
bc londauf hote hi talwnted hai,NAG
mazhbeen siganporia free and flowing disrespect does not inspire respect,CAG
job job job home based job part time job karke rs  se  kamanaa chaahate hai to aaiye digital india se judiye zero investment join hone ke liye aap phone ke play store se champcash ad junction install karen app open karen or sign up par clic karke apana detail bhar den id of sponsor poocha jaayegaa vahaan  daal den complete karen aapako rs milge or aap business se jud jaayenge adhik jaankaree ke kiye sampark karen biswas ap kaa jindagi badal sakti heufe,NAG
jin dinon main  vande maataram  kaa naaraa lagaana gunaah mana jaataa tha un dinon main elahabaad kaa  anand bhawan  swatantraaa senaniyon kaa adda hua karata tha,NAG
chinnaswami stadium main royal chalangers bangalore or rising pune superjayants kii tiimon ke bich muqabla hua smith kii captaini main pune kii team ne aaarasibi ko  ranon se haraa diya viratkohli ipl ipl stevesmith,NAG
ye chutiya apne to kuch karte nahi jo kam karta h uska istfa mangte h is liye india se congres chali gayi hawa lene,OAG
kayaa aap daleed payaada hote he janam lete samay cone sa dharam me janam liye he paata chalat he ye bataa sakate he,CAG
matlab saaf hai but ki mera jo dil karega wahi karunga janta jaye bhad main so sad for this county kiyu ki yahan sab ka adhikaar hai,CAG
agar tujhe lag raha hai ki yeh sab likhkar bjp mei foot dalwaakar modi ko badnaam kar lega toh yeh bhool hai  sushma jee toh hai hi mahaan but modi is yug ke sarvocchh neta hain ,CAG
hina mehmood naam toh mardo waala rakh leti meri jaan ki woh bhi isi ne dhakne bola photo kyu daali hain safi shakal waali ,CAG
kuchh nai bro bolne se phle sale sochte nai hai,OAG
maine baat ki problem hai sbko but decision se sb khus hai,CAG
bahut ho chukaa sarkaar ke bas kii baat nahi he to chupchaap sena ke hawaale kashmir kar do sena kanoon vyavastha bhi banaaye rakhegi or pakistan ko uski aukaat bhi bataati rahegi,CAG
ye bhi nai sudhregee b j p ko naata todh dena chhayey,OAG
tere ladai me wat abt people  bade bade chor ab tak amir hi hai,OAG
kiski office se news dikha rahe ho  bjp ki supreme court ko pata chala band karva degi news chenal,CAG
ajio kutte ka mot mare tujha aur tere jise pigss ko,OAG
ye desh ka gaddar hai ise to mar dena chaiye,OAG
uaman naik aap ke balidan se bhi desh aazad hua aur aap ko uska hissa bhi de diya gya pakistan,NAG
ab bas kar be gandu budhe,CAG
kya shaomi redmy note  ek baar phir company ke liye bharose vaala product sabit hoga kya is divaais ke saath redmy series kii safalataa par brake lag jayega aaie rivyuu ke zarie jaanate hai,NAG
kya akhilesh yadav ne aajaan lagavai thi,NAG
gud news bt esy insaan ko zameen b naseeb nahe huni chaiay dafnaane ke liye,OAG
mar jaye ga jalan se pagal,OAG
pradhan mantri he yaa prachaar mantri,OAG
lo ji looteri sarkar bol kar loot rahi hai,CAG
hamaare sarkaar kaa bas naam he kaam nahi agar kaam hota to aaj hamen ye dakhane ko nahi miltaa,CAG
gazabufcufc,NAG
daake ke baad pocketmaari chaloo ho gayee hae,OAG
